title,abstract,update_date,ai_generated
"Optimal Routing for Decode-and-Forward based Cooperation in Wireless
  Networks","  We investigate cooperative wireless relay networks in which the nodes can
help each other in data transmission. We study different coding strategies in
the single-source single-destination network with many relay nodes. Given the
myriad of ways in which nodes can cooperate, there is a natural routing
problem, i.e., determining an ordered set of nodes to relay the data from the
source to the destination. We find that for a given route, the
decode-and-forward strategy, which is an information theoretic cooperative
coding strategy, achieves rates significantly higher than that achievable by
the usual multi-hop coding strategy, which is a point-to-point non-cooperative
coding strategy. We construct an algorithm to find an optimal route (in terms
of rate maximizing) for the decode-and-forward strategy. Since the algorithm
runs in factorial time in the worst case, we propose a heuristic algorithm that
runs in polynomial time. The heuristic algorithm outputs an optimal route when
the nodes transmit independent codewords. We implement these coding strategies
using practical low density parity check codes to compare the performance of
the strategies on different routes.
",2010-04-15,False
"Optimal Routing for Decode-and-Forward based Cooperation in Wireless
  Networks",This research paper focuses on the optimal routing for decode-and-forward (DF) based cooperation in wireless networks. The main objective is to determine the best routing strategy that can effectively enhance the overall network performance. The study proposes a novel cooperative routing algorithm that considers the trade-off between the transmission distance and the number of hops. The results show that the proposed algorithm outperforms the traditional routing methods in terms of network throughput and energy efficiency. The paper concludes that the optimal routing strategy can significantly improve the performance of DF-based cooperative wireless networks.,2010-04-15,True
"Generic representations of orthogonal groups: projective functors in the
  category Fquad","  In this paper, we continue the study of the category of functors Fquad,
associated to F_2-vector spaces equipped with a nondegenerate quadratic form,
initiated in two previous papers of the author. We define a filtration of the
standard projective objects in Fquad; this refines to give a decomposition into
indecomposable factors of the two first standard projective objects in Fquad.
As an application of these two decompositions, we give a complete description
of the polynomial functors of the category Fquad.
",2007-05-23,False
"Generic representations of orthogonal groups: projective functors in the
  category Fquad","The research paper explores the generic representations of orthogonal groups using projective functors in the category Fquad. The authors introduce a new construction of the category Fquad, which allows for a better understanding of the representation theory of orthogonal groups. They demonstrate that the projective functors in Fquad give rise to generic representations of orthogonal groups and provide explicit formulas for these representations. The paper also discusses the properties of the projective functors and their connections to other areas of mathematics, such as algebraic geometry and topology. The results obtained in this paper are important for the study of algebraic groups and their representations, as well as for applications in physics and other areas of mathematics.",2007-05-23,True
Invariance principle for additive functionals of Markov chains,"  We consider a sequence of additive functionals {\phi_n}, set on a sequence of
Markov chains {X_n} that weakly converges to a Markov process X. We give
sufficient condition for such a sequence to converge in distribution,
formulated in terms of the characteristics of the additive functionals, and
related to the Dynkin's theorem on the convergence of W-functionals. As an
application of the main theorem, the general sufficient condition for
convergence of additive functionals in terms of transition probabilities of the
chains X_n is proved.
",2007-05-23,False
Invariance principle for additive functionals of Markov chains,"The research paper titled ""Invariance principle for additive functionals of Markov chains"" aims to establish an invariance principle for additive functionals of Markov chains. The main objective of the paper is to prove that under certain conditions, the distribution of the sum of a sequence of additive functionals of a Markov chain converges weakly to a normal distribution. The authors also aim to explore the relationship between the invariance principle and the central limit theorem.

The paper presents a rigorous mathematical proof of the invariance principle for additive functionals of Markov chains. The authors show that the invariance principle holds for a wide range of Markov chains and additive functionals, including those with unbounded transition probabilities and non-stationary chains. The paper also establishes a connection between the invariance principle and the central limit theorem, showing that the invariance principle is a generalization of the central limit theorem for Markov chains.

The significant discoveries of the paper include the establishment of the invariance principle for additive functionals of Markov chains under certain conditions, and the proof of its relationship with the central limit theorem. The paper also provides insights into the behavior of Markov chains and additive functionals, highlighting the importance of understanding the properties of these stochastic processes in various applications.",2007-05-23,True
"Stable oscillations of a predator-prey probabilistic cellular automaton:
  a mean-field approach","  We analyze a probabilistic cellular automaton describing the dynamics of
coexistence of a predator-prey system. The individuals of each species are
localized over the sites of a lattice and the local stochastic updating rules
are inspired on the processes of the Lotka-Volterra model. Two levels of
mean-field approximations are set up. The simple approximation is equivalent to
an extended patch model, a simple metapopulation model with patches colonized
by prey, patches colonized by predators and empty patches. This approximation
is capable of describing the limited available space for species occupancy. The
pair approximation is moreover able to describe two types of coexistence of
prey and predators: one where population densities are constant in time and
another displaying self-sustained time-oscillations of the population
densities. The oscillations are associated with limit cycles and arise through
a Hopf bifurcation. They are stable against changes in the initial conditions
and, in this sense, they differ from the Lotka-Volterra cycles which depend on
initial conditions. In this respect, the present model is biologically more
realistic than the Lotka-Volterra model.
",2016-08-14,False
"Stable oscillations of a predator-prey probabilistic cellular automaton:
  a mean-field approach","This research paper focuses on studying the stable oscillations of a predator-prey probabilistic cellular automaton. The main objective of this research is to investigate the dynamics of the predator-prey population in the cellular automaton and to understand the factors that contribute to the stability of the oscillations. The researchers use a mean-field approach to model the system and analyze the impact of various parameters such as the predation rate and the initial population densities on the oscillations. The key findings of this research include the identification of the critical predation rate that leads to stable oscillations, the impact of the initial population densities on the stability of the oscillations, and the emergence of spatial patterns in the population densities. The researchers conclude that the mean-field approach provides a useful tool for studying the dynamics of predator-prey systems in cellular automata and can help in predicting the long-term behavior of such systems.",2016-08-14,True
"Temperature dependence of Coulomb drag between finite-length quantum
  wires","  We evaluate the Coulomb drag current in two finite-length
Tomonaga-Luttinger-liquid wires coupled by an electrostatic backscattering
interaction. The drag current in one wire shows oscillations as a function of
the bias voltage applied to the other wire, reflecting interferences of the
plasmon standing waves in the interacting wires. In agreement with this
picture, the amplitude of the current oscillations is reduced with increasing
temperature. This is a clear signature of non-Fermi-liquid physics because for
coupled Fermi liquids the drag resistance is always expected to increase as the
temperature is raised.
",2007-08-27,False
"Temperature dependence of Coulomb drag between finite-length quantum
  wires",This research paper investigates the temperature dependence of Coulomb drag between finite-length quantum wires. Coulomb drag is a phenomenon in which the electrical current in one wire induces a voltage in a nearby wire due to the Coulomb interaction between electrons. The study aims to understand how the temperature affects the Coulomb drag between two wires of finite length. The research uses theoretical modeling and simulations to analyze the behavior of the Coulomb drag as the temperature changes. The findings of this study could have implications for the design and development of new electronic devices that rely on Coulomb drag.,2007-08-27,True
