title,abstract,update_date,ai_generated
"The contact process in disordered and periodic binary two-dimensional
  lattices","  The critical behavior of the contact process in disordered and periodic
binary 2d-lattices is investigated numerically by means of Monte Carlo
simulations as well as via an analytical approximation and standard mean field
theory. Phase-separation lines calculated numerically are found to agree well
with analytical predictions around the homogeneous point. For the disordered
case, values of static scaling exponents obtained via quasi-stationary
simulations are found to change with disorder strength. In particular, the
finite-size scaling exponent of the density of infected sites approaches a
value consistent with the existence of an infinite-randomness fixed point as
conjectured before for the 2d disordered CP. At the same time, both dynamical
and static scaling exponents are found to coincide with the values established
for the homogeneous case thus confirming that the contact process in a
heterogeneous environment belongs to the directed percolation universality
class.
",2009-11-13,False
"The contact process in disordered and periodic binary two-dimensional
  lattices","This research paper investigates the contact process in binary two-dimensional lattices, both disordered and periodic. The study explores the critical behavior of the contact process in these lattices and identifies the presence of a phase transition. Through numerical simulations and analysis, the research reveals that the critical behavior of the contact process is markedly different in periodic and disordered lattices. Additionally, the study identifies the critical exponents that govern the phase transition and highlights the impact of the initial infection density on the process's dynamics. These findings have implications for understanding the spread of infectious diseases and other phenomena that depend on the contact process.",2009-11-13,True
Beauty production using D* + mu and mu+ mu- correlations at ZEUS,"  Events with observed D* and/or muons in the final state were used to indicate
the presence of beauty quark production and to study the correlations between
the particles coming from the same or different B-hadrons. The Next-to-Leading
Order (NLO) theoretical predictions for such processes were often available
only at parton level. A method to calculate visible level cross sections at
NLO, based on an interface of the FMNR program to PYTHIA 6.2, is applied. It
uses the NLO description at b-quark level provided by FMNR applying a
statistical reduction procedure (REDSTAT) that allows the link to PYTHIA, from
where the description of the B-hadron decay chain is obtained. Comparisons of
the data and NLO cross sections at visible and b-quark level were found to be
consistent and equivalent.
",2007-05-23,False
Beauty production using D* + mu and mu+ mu- correlations at ZEUS,"The research paper titled ""Beauty production using D* + mu and mu+ mu- correlations at ZEUS"" primarily focuses on the study of beauty production and decay using D* + mu and mu+ mu- correlations at the ZEUS experiment. The study aims to investigate the production mechanisms of beauty particles and their decay channels by analyzing the correlation between the D* meson and muons produced in the decay process. The researchers have used data collected from the ZEUS experiment at the HERA collider to perform this analysis. The study has found that the production of beauty particles is consistent with the predictions of the Standard Model, and the decay channels are also in agreement with the existing theoretical models. The study also provides new insights into the production and decay of beauty particles, which can help in the further understanding of the underlying physics behind it.",2007-05-23,True
Confining ensemble of dyons,"  We construct the integration measure over the moduli space of an arbitrary
number of N kinds of dyons of the pure SU(N) gauge theory at finite
temperatures. The ensemble of dyons governed by the measure is mathematically
described by a (supersymmetric) quantum field theory that is exactly solvable
and is remarkable for a number of striking features: 1) The free energy has the
minimum corresponding to the zero average Polyakov line, as expected in the
confining phase; 2)The correlation function of two Polyakov lines exhibits a
linear potential between static quarks in any N-ality non-zero representation,
with a calculable string tension roughly independent of temperature; 3) The
average spatial Wilson loop falls off exponentially with its area and the same
string tension; 4) At a critical temperature the ensemble of dyons rearranges
and de-confines; 5)The estimated ratio of the critical temperature to the
square root of the string tension is in excellent agreement with the lattice
data.
",2008-11-26,False
Confining ensemble of dyons,"This research paper investigates the confinement properties of an ensemble of dyons. Dyons are magnetic monopoles that carry both electric and magnetic charges, and their confinement is an important topic in theoretical physics. The main theme of this paper is to study how the dyons interact with each other and how they are confined within a system. Noteworthy results include the identification of a new confinement mechanism, which was found to be related to the presence of a topological charge. Additionally, the paper discusses the implications of these findings for our understanding of confinement in non-Abelian gauge theories. Overall, the paper contributes new insights into the behavior of dyons and their confinement, which have important implications for theoretical physics.",2008-11-26,True
Exact fuzzy sphere thermodynamics in matrix quantum mechanics,"  We study thermodynamical properties of a fuzzy sphere in matrix quantum
mechanics of the BFSS type including the Chern-Simons term. Various quantities
are calculated to all orders in perturbation theory exploiting the one-loop
saturation of the effective action in the large-N limit. The fuzzy sphere
becomes unstable at sufficiently strong coupling, and the critical point is
obtained explicitly as a function of the temperature. The whole phase diagram
is investigated by Monte Carlo simulation. Above the critical point, we obtain
perfect agreement with the all order results. In the region below the critical
point, which is not accessible by perturbation theory, we observe the Hagedorn
transition. In the high temperature limit our model is equivalent to a totally
reduced model, and the relationship to previously known results is clarified.
",2009-11-13,False
Exact fuzzy sphere thermodynamics in matrix quantum mechanics,"This research paper explores the application of exact fuzzy sphere thermodynamics in matrix quantum mechanics. Through extensive mathematical analysis, we present new insights into the behavior of fuzzy spheres and their thermodynamic properties. Our findings show that the thermodynamic behavior of fuzzy spheres is highly dependent on their size and shape, and we propose a new theory that explains these observations. This research sheds light on the complex nature of quantum systems, and provides a foundation for future studies in this area.",2009-11-13,True
"The Ionization Fraction of Barnard 68: Implications for Star and Planet
  Formation","  We present a detailed study of the ionization fraction of the Barnard 68
pre-stellar core, using millimeter H13CO+ and DCO+ lines observations. These
observations are compared to the predictions of a radiative transfer model
coupled to a chemical network that includes depletion on grains and gas phase
deuterium fractionation. Together with previous observations and modelling of
CO and isotopologues, our H13CO+ and DCO+ observations and modelling allow to
place constraints on the metal abundance and the cosmic ionization rate. The
H13CO+ emission is well reproduced for metals abundances lower than 3e-9 and a
standard cosmic ray ionization rate. However, the observations are also
consistent with a complete depletion of metals, i.e. with cosmic rays as the
only source of ionization at visual extinctions greater than a few Av . The
DCO+ emission is found to be dependent of the ortho to para H2 ratio, and
indicates a ratio of ~1e-2. The derived ionization fraction is about 5e-9 with
respect to H nuclei, which is about an order of magnitude lower than the one
observed in the L1544 core. The corresponding ambipolar diffusion timescale is
found to be an order of magnitude larger than the free fall timescale at the
center of the core. The inferred metal abundance suggests that magnetically
inactive regions (dead zones) are present in protostellar disks.
",2009-06-23,False
"The Ionization Fraction of Barnard 68: Implications for Star and Planet
  Formation","This research paper investigates the ionization fraction of the Barnard 68 molecular cloud and its potential implications for star and planet formation. Through observations of spectral lines, the ionization fraction of the cloud is estimated, and its impact on the formation of protostars and planets is explored. The results suggest that the ionization fraction plays a crucial role in the formation of these celestial bodies and may have significant implications for our understanding of the early stages of star and planet formation. The findings of this study have important implications for future research in astrophysics and planetary science.",2009-06-23,True
